time|pressure
 3644110368.2370018959 |   709714
 3644110369.2369055748 |   709717
 3644110370.2369155884 |   709721
  3644110371.237030983 |   709725
 3644110372.2371439934 |   709726
 3644110373.2371525764 |   709727
 3644110374.2370586395 |   709725
 3644110375.2370676994 |   709722
 3644110376.2369728088 |   709719
 3644110377.2369837761 |   709715
 3644110378.2378249168 |   709710
 3644110379.2372097969 |   709707
 3644110380.2372207642 |   709705
 3644110381.2370209694 |   709704
 3644110382.2371349335 |   709706
 3644110383.2378749847 |   709709
 3644110384.2370495796 |   709713
 3644110385.2373709679 |   709717
 3644110386.2371740341 |   709721
 3644110387.2371816635 |   709723
 3644110388.2370877266 |   709725
 3644110389.2370986938 |   709724
 3644110390.2375240326 |   709723
 3644110391.2374286652 |   709720
 3644110392.2371268272 |   709717
  3644110393.237241745 |   709715
 3644110394.2371449471 |   709713
 3644110395.2371559143 |   709712
 3644110396.2372689247 |   709711
 3644110397.2380685806 |   709709
 3644110398.2371850014 |   709708
 3644110399.2375059128 |   709706
 3644110400.2373065948 |   709707
 3644110401.2373180389 |   709706
 3644110402.2376379967 |   709707
 3644110403.2373347282 |   709708
 3644110404.2374505997 |   709712
 3644110405.2372498512 |   709716
 3644110406.2372598648 |   709720
 3644110407.2372708321 |   709725
 3644110408.2374868393 |   709727
 3644110409.2373929024 |   709728
 3644110410.2372989655 |   709727
 3644110411.2375159264 |   709724
 3644110412.2373166084 |   709718
 3644110413.2373275757 |   709713
 3644110414.2372317314 |   709708
 3644110415.2373456955 |   709702
 3644110416.2377738953 |   709698
  3644110417.237364769 |   709696
 3644110418.2374787331 |   709698
 3644110419.2374897003 |   709702
 3644110420.2372899055 |   709708
 3644110421.2372989655 |   709715
 3644110422.2374138832 |   709721
 3644110423.2374229431 |   709727
  3644110424.237432003 |   709730
  3644110425.237859726 |   709732
 3644110426.2374505997 |   709729
 3644110427.2373566628 |   709725
   3644110428.23736763 |   709718
 3644110429.2375836372 |   709710
 3644110430.2374887466 |   709704
 3644110431.2376046181 |   709696
 3644110432.2376117706 |   709692
 3644110433.2376217842 |   709690
  3644110434.237528801 |   709691
 3644110435.2378497124 |   709694
 3644110436.2375469208 |   709699
  3644110437.237557888 |   709708
 3644110438.2376699448 |   709715
 3644110439.2376790047 |   709722
 3644110440.2376899719 |   709728
 3644110441.2378029823 |   709729
 3644110442.2374997139 |   709730
 3644110443.2380356789 |   709726
 3644110444.2377276421 |   709722
 3644110445.2376327515 |   709714
 3644110446.2376437187 |   709706
  3644110447.237651825 |   709698
 3644110448.2376618385 |   709692
 3644110449.2376728058 |   709689
 3644110450.2380008698 |   709688
 3644110451.2377939224 |   709689
 3644110452.2378048897 |   709695
 3644110453.2377090454 |   709701
 3644110454.2377185822 |   709709
 3644110455.2377300262 |   709715
  3644110456.237736702 |   709721
 3644110457.2377467155 |   709726
 3644110458.2378616333 |   709727
 3644110459.2378706932 |   709728
 3644110460.2379469872 |   709726
 3644110461.2379598618 |   709721
 3644110462.2377948761 |   709714
 3644110463.2378048897 |   709707
 3644110464.2381267548 |   709701
 3644110465.2379779816 |   709695
 3644110466.2380418777 |   709690
 3644110467.2380509377 |   709690
 3644110468.2379727364 |   709692
 3644110469.2379279137 |   709695
 3644110470.2379417419 |   709702
 3644110471.2379426956 |   709710
 3644110472.2379946709 |   709717
 3644110473.2383179665 |   709723
 3644110474.2381176949 |   709727
 3644110475.2380237579 |   709729
 3644110476.2380328178 |   709727
 3644110477.2380428314 |   709723
 3644110478.2380518913 |   709716
 3644110479.2381658554 |   709710
  3644110480.238175869 |   709703
 3644110481.2381868362 |   709697
 3644110482.2380928993 |   709694
  3644110483.238099575 |   709693
 3644110484.2381110191 |   709693
 3644110485.2381196022 |   709696
 3644110486.2383370399 |   709699
 3644110487.2382426262 |   709704
 3644110488.2383556366 |   709707
 3644110489.2381567955 |   709711
 3644110490.2383766174 |   709712
 3644110491.2381768227 |   709713
 3644110492.2381858826 |   709713
 3644110493.2383008003 |   709711
 3644110494.2383089066 |   709711
 3644110495.2384238243 |   709709
 3644110496.2383298874 |   709708
 3644110497.2383379936 |   709708
 3644110498.2382435799 |   709707
  3644110499.238255024 |   709704
 3644110500.2383666039 |   709702
 3644110501.2383766174 |   709699
  3644110502.238386631 |   709697
 3644110503.2383956909 |   709695
 3644110504.2384047508 |   709694
 3644110505.2384157181 |   709694
  3644110506.238424778 |   709694
 3644110507.2384338379 |   709696
  3644110508.238547802 |   709700
 3644110509.2385568619 |   709704
 3644110510.2384619713 |   709708
 3644110511.2384729385 |   709711
 3644110512.2384819984 |   709712
 3644110513.2384905815 |   709712
 3644110514.2385020256 |   709711
 3644110515.2386136055 |   709708
 3644110516.2386236191 |   709705
 3644110517.2385306358 |   709700
 3644110518.2385377884 |   709696
 3644110519.2386527061 |   709690
 3644110520.2385587692 |   709688
 3644110521.2385678291 |   709687
 3644110522.2390966415 |   709687
 3644110523.2387957573 |   709691
 3644110524.2385969162 |   709696
 3644110525.2387099266 |   709701
 3644110526.2387208939 |   709708
 3644110527.2386250496 |   709713
 3644110528.2386345863 |   709717
 3644110529.2387499809 |   709719
 3644110530.2387576103 |   709719
 3644110531.2385587692 |   709716
 3644110532.2387776375 |   709709
 3644110533.2387857437 |   709702
 3644110534.2386918068 |   709695
 3644110535.2387018204 |   709689
 3644110536.2388148308 |   709683
 3644110537.2388238907 |   709683
 3644110538.2387318611 |   709684
 3644110539.2388439178 |   709688
 3644110540.2388529778 |   709694
 3644110541.2387599945 |   709701
 3644110542.2388720512 |   709708
 3644110543.2388830185 |   709713
 3644110544.2388916016 |   709717
 3644110545.2389016151 |   709719
  3644110546.238910675 |   709718
 3644110547.2389216423 |   709713
  3644110548.238825798 |   709707
 3644110549.2388348579 |   709700
 3644110550.2390546799 |   709693
 3644110551.2389578819 |   709688
  3644110552.238863945 |   709684
 3644110553.2390828133 |   709683
  3644110554.238986969 |   709683
 3644110555.2388930321 |   709686
 3644110556.2387986183 |   709690
 3644110557.2390160561 |   709695
 3644110558.2391285896 |   709700
 3644110559.2388277054 |   709705
 3644110560.2389397621 |   709707
 3644110561.2390537262 |   709710
 3644110562.2389616966 |   709712
 3644110563.2389688492 |   709711
 3644110564.2390828133 |   709708
 3644110565.2390937805 |   709706
 3644110566.2388930321 |   709701
 3644110567.2391119003 |   709697
 3644110568.2391219139 |   709694
 3644110569.2390270233 |   709692
 3644110570.2390356064 |   709690
 3644110571.2390470505 |   709690
 3644110572.2391586304 |   709689
 3644110573.2390646935 |   709691
 3644110574.2391786575 |   709694
 3644110575.2391877174 |   709697
 3644110576.2390928268 |   709699
 3644110577.2391037941 |   709703
 3644110578.2392158508 |   709706
 3644110579.2391219139 |   709709
 3644110580.2393407822 |   709709
 3644110581.2391409874 |   709708
 3644110582.2392539978 |   709707
 3644110583.2394738197 |   709702
 3644110584.2390646935 |   709696
  3644110585.239282608 |   709689
 3644110586.2392950058 |   709683
 3644110587.2386789322 |   709678
 3644110588.2395195961 |   709675
 3644110589.2393226624 |   709674
 3644110590.2392268181 |   709678
 3644110591.2392368317 |   709684
 3644110592.2393517494 |   709691
 3644110593.2392559052 |   709698
 3644110594.2392649651 |   709706
 3644110595.2392759323 |   709713
  3644110596.239387989 |   709716
 3644110597.2392940521 |   709716
 3644110598.2391996384 |   709713
 3644110599.2394165993 |   709708
 3644110600.2394266129 |   709698
 3644110601.2393336296 |   709689
 3644110602.2394456863 |   709677
 3644110603.2396636009 |   709668
 3644110604.2392578125 |   709663
 3644110605.2392659187 |   709661
 3644110606.2394838333 |   709662
 3644110607.2393908501 |   709669
 3644110608.2393989563 |   709681
 3644110609.2394080162 |   709692
 3644110610.2394199371 |   709704
  3644110611.239323616 |   709715
 3644110612.2394366264 |   709722
  3644110613.239552021 |   709725
 3644110614.2394556999 |   709723
 3644110615.2394657135 |   709716
 3644110616.2394757271 |   709705
 3644110617.2399020195 |   709692
 3644110618.2393898964 |   709678
 3644110619.2395048141 |   709668
 3644110620.2395138741 |   709659
  3644110621.239522934 |   709655
 3644110622.2395339012 |   709657
 3644110623.2395420074 |   709663
  3644110624.239552021 |   709674
 3644110625.2394590378 |   709689
 3644110626.2394666672 |   709703
 3644110627.2396860123 |   709713
 3644110628.2395906448 |   709724
 3644110629.2395997047 |   709729
 3644110630.2396087646 |   709728
 3644110631.2400369644 |   709720
 3644110632.2399406433 |   709710
 3644110633.2396378517 |   709696
  3644110634.239648819 |   709680
 3644110635.2396569252 |   709666
 3644110636.2395629883 |   709655
 3644110637.2396769524 |   709650
 3644110638.2396860123 |   709649
 3644110639.2395906448 |   709655
 3644110640.2396016121 |   709665
 3644110641.2398190498 |   709679
 3644110642.2396197319 |   709693
 3644110643.2396306992 |   709708
 3644110644.2397427559 |   709721
  3644110645.239648819 |   709730
 3644110646.2396588326 |   709734
 3644110647.2396678925 |   709731
 3644110648.2397818565 |   709725
 3644110649.2397928238 |   709712
 3644110650.2396960258 |   709698
 3644110651.2398099899 |   709683
 3644110652.2398209572 |   709668
 3644110653.2397246361 |   709658
 3644110654.2396297455 |   709651
 3644110655.2398486137 |   709650
 3644110656.2398576736 |   709655
 3644110657.2397627831 |   709664
 3644110658.2398777008 |   709676
 3644110659.2398867607 |   709690
 3644110660.2396879196 |   709705
 3644110661.2398018837 |   709717
 3644110662.2399148941 |   709727
 3644110663.2399249077 |   709729
 3644110664.2399349213 |   709728
 3644110665.2398400307 |   709723
 3644110666.2398486137 |   709713
 3644110667.2398610115 |   709701
 3644110668.2397637367 |   709687
 3644110669.2399816513 |   709671
 3644110670.2398886681 |   709660
  3644110671.239897728 |   709653
 3644110672.2403230667 |   709650
  3644110673.240334034 |   709653
 3644110674.2398209572 |   709661
 3644110675.2399349213 |   709673
  3644110676.240049839 |   709687
 3644110677.2399549484 |   709703
 3644110678.2399640083 |   709715
 3644110679.2399740219 |   709724
  3644110680.239982605 |   709728
 3644110681.2399916649 |   709724
 3644110682.2400040627 |   709716
  3644110683.240011692 |   709703
 3644110684.2400217056 |   709687
 3644110685.2402410507 |   709672
 3644110686.2401437759 |   709658
  3644110687.240049839 |   709649
 3644110688.2400598526 |   709646
 3644110689.2400689125 |   709648
 3644110690.2400779724 |   709656
 3644110691.2401938438 |   709668
 3644110692.2400979996 |   709681
 3644110693.2401070595 |   709696
 3644110694.2401180267 |   709708
 3644110695.2405428886 |   709716
 3644110696.2401366234 |   709719
 3644110697.2402510643 |   709717
 3644110698.2405719757 |   709710
 3644110699.2401647568 |   709700
 3644110700.2401747704 |   709688
 3644110701.2401838303 |   709678
 3644110702.2405047417 |   709668
 3644110703.2400999069 |   709662
 3644110704.2402119637 |   709660
 3644110705.2405338287 |   709663
 3644110706.2402338982 |   709668
 3644110707.2402410507 |   709675
 3644110708.2402496338 |   709685
 3644110709.2428970337 |   709692
 3644110710.2429046631 |   709700
 3644110711.2430200577 |   709701
 3644110712.2434468269 |   709703
 3644110713.2430386543 |   709700
 3644110714.2429437637 |   709694
 3644110715.2430596352 |   709688
 3644110716.2429637909 |   709683
  3644110717.243077755 |   709678
 3644110718.2436099052 |   709675
 3644110719.2432026863 |   709674
 3644110720.2432117462 |   709676
 3644110721.2432236671 |   709679
 3644110722.2431278229 |   709683
 3644110723.2431368828 |   709689
   3644110724.24314785 |   709694
 3644110725.2435736656 |   709697
 3644110726.2431669235 |   709700
 3644110727.2432818413 |   709699
 3644110728.2431869507 |   709694
 3644110729.2431960106 |   709689
 3644110730.2432079315 |   709685
 3644110731.2432160378 |   709678
  3644110732.243642807 |   709675
 3644110733.2432370186 |   709674
  3644110734.243350029 |   709674
 3644110735.2432556152 |   709676
 3644110736.2434749603 |   709681
 3644110737.2431707382 |   709687
 3644110738.2431797981 |   709693
 3644110739.2434010506 |   709696
 3644110740.2433047295 |   709698
 3644110741.2434186935 |   709695
 3644110742.2433247566 |   709693
 3644110743.2434387207 |   709687
 3644110744.2433438301 |   709681
  3644110745.243355751 |   709673
 3644110746.2434678078 |   709668
 3644110747.2434778214 |   709665
 3644110748.2434887886 |   709665
 3644110749.2432899475 |   709666
 3644110750.2435069084 |   709671
 3644110751.2435188293 |   709677
 3644110752.2433190346 |   709684
  3644110753.243432045 |   709691
 3644110754.2434439659 |   709696
 3644110755.2435569763 |   709700
 3644110756.2434620857 |   709701
 3644110757.2435779572 |   709698
  3644110758.243481636 |   709694
 3644110759.2433876991 |   709686
 3644110760.2435026169 |   709680
 3644110761.2436156273 |   709674
 3644110762.2435207367 |   709669
 3644110763.2435326576 |   709666
 3644110764.2435407639 |   709666
 3644110765.2435507774 |   709668
 3644110766.2434577942 |   709673
 3644110767.2434668541 |   709681
 3644110768.2439980507 |   709689
 3644110769.2435917854 |   709696
 3644110770.2435998917 |   709701
 3644110771.2436099052 |   709705
 3644110772.2440376282 |   709706
 3644110773.2436299324 |   709704
 3644110774.2439517975 |   709700
 3644110775.2436499596 |   709692
 3644110776.2437639236 |   709685
 3644110777.2436690331 |   709676
 3644110778.2435770035 |   709667
 3644110779.2441058159 |   709661
 3644110780.2438030243 |   709657
 3644110781.2436060905 |   709657
 3644110782.2436137199 |   709661
  3644110783.243833065 |   709666
 3644110784.2440519333 |   709674
 3644110785.2436437607 |   709684
 3644110786.2438616753 |   709692
 3644110787.2437696457 |   709698
 3644110788.2436738014 |   709701
 3644110789.2436828613 |   709701
 3644110790.2437987328 |   709698
  3644110791.243806839 |   709692
 3644110792.2436089516 |   709684
 3644110793.2437238693 |   709676
 3644110794.2438368797 |   709667
 3644110795.2437419891 |   709661
 3644110796.2436499596 |   709657
 3644110797.2438669205 |   709656
 3644110798.2438759804 |   709659
 3644110799.2438869476 |   709666
  3644110800.243999958 |   709675
 3644110801.2439060211 |   709682
 3644110802.2438130379 |   709691
 3644110803.2438206673 |   709697
 3644110804.2439360619 |   709702
 3644110805.2439460754 |   709702
 3644110806.2439546585 |   709700
 3644110807.2439646721 |   709694
 3644110808.2439756393 |   709685
 3644110809.2627382278 |   709676
 3644110810.2751402855 |   709667
 3644110811.2840042114 |   709658
 3644110812.2814102173 |   709654
  3644110813.281525135 |   709653
 3644110814.2813272476 |   709654
  3644110815.281440258 |   709661
 3644110816.2814512253 |   709668
 3644110817.2815642357 |   709678
 3644110818.2814693451 |   709686
 3644110819.2815852165 |   709694
 3644110820.2878441811 |   709697
  3644110821.287853241 |   709699
 3644110822.2877602577 |   709698
 3644110823.2877693176 |   709694
 3644110824.2877793312 |   709688
  3644110825.287894249 |   709680
 3644110826.2879033089 |   709674
 3644110827.2879133224 |   709668
  3644110828.287923336 |   709662
 3644110829.2879323959 |   709661
 3644110830.2878370285 |   709659
 3644110831.2878494263 |   709661
 3644110832.2880663872 |   709665
 3644110833.2879710197 |   709672
 3644110834.2878789902 |   709677
 3644110835.2879910469 |   709682
  3644110836.288105011 |   709687
 3644110837.2879080772 |   709689
 3644110838.2881259918 |   709689
 3644110839.2880311012 |   709689
  3644110840.288146019 |   709685
 3644110841.2881550789 |   709681
 3644110842.2880601883 |   709675
 3644110843.2880711555 |   709669
 3644110844.2880802155 |   709665
   3644110845.28829813 |   709662
 3644110846.2882051468 |   709663
 3644110847.2884221077 |   709664
 3644110848.2882232666 |   709666
 3644110849.2882342339 |   709672
 3644110850.2881393433 |   709678
 3644110851.2882533073 |   709684
 3644110852.2882642746 |   709689
  3644110853.288585186 |   709693
 3644110854.2882823944 |   709695
 3644110855.2882943153 |   709694
 3644110856.2881979942 |   709692
 3644110857.2882080078 |   709687
 3644110858.2884283066 |   709681
  3644110859.288749218 |   709674
 3644110860.2883419991 |   709667
 3644110861.2884573936 |   709665
 3644110862.2883610725 |   709661
 3644110863.2883710861 |   709660
 3644110864.2884874344 |   709663
 3644110865.2884950638 |   709666
 3644110866.2884011269 |   709672
 3644110867.2885160446 |   709677
 3644110868.2883162498 |   709683
 3644110869.2884302139 |   709686
 3644110870.2885451317 |   709688
 3644110871.2886581421 |   709689
 3644110872.2885642052 |   709687
 3644110873.2885751724 |   709683
 3644110874.2883753777 |   709678
 3644110875.2883863449 |   709671
 3644110876.2886052132 |   709665
 3644110877.2886133194 |   709659
 3644110878.2889351845 |   709654
 3644110879.2886343002 |   709652
 3644110880.2885394096 |   709654
 3644110881.2885479927 |   709656
  3644110882.288664341 |   709663
 3644110883.2886734009 |   709671
 3644110884.2884740829 |   709679
 3644110885.2886943817 |   709688
 3644110886.2885980606 |   709693
  3644110887.289024353 |   709697
 3644110888.2890353203 |   709695
 3644110889.2887320518 |   709692
 3644110890.2888450623 |   709685
  3644110891.288752079 |   709676
 3644110892.2887611389 |   709667
 3644110893.2887711525 |   709658
 3644110894.2887821198 |   709652
 3644110895.2888951302 |   709648
 3644110896.2892169952 |   709648
  3644110897.288916111 |   709653
 3644110898.2888202667 |   709661
 3644110899.2889351845 |   709671
 3644110900.2889451981 |   709680
  3644110901.289162159 |   709690
 3644110902.2889642715 |   709698
 3644110903.2889742851 |   709702
 3644110904.2888793945 |   709704
 3644110905.2889933586 |   709698
 3644110906.2894220352 |   709691
 3644110907.2888050079 |   709681
 3644110908.2890233994 |   709670
 3644110909.2889304161 |   709659
 3644110910.2893562317 |   709650
 3644110911.2890520096 |   709643
 3644110912.2890629768 |   709641
 3644110913.2890720367 |   709644
 3644110914.2890820503 |   709651
 3644110915.2889890671 |   709660
  3644110916.288998127 |   709669
 3644110917.2891111374 |   709680
 3644110918.2891221046 |   709687
 3644110919.2895483971 |   709693
 3644110920.2892451286 |   709695
 3644110921.2891530991 |   709695
 3644110922.2892651558 |   709691
 3644110923.2892751694 |   709684
 3644110924.2890782356 |   709677
 3644110925.2891902924 |   709669
 3644110926.2890954018 |   709660
 3644110927.2891073227 |   709653
 3644110928.2895321846 |   709649
 3644110929.2892303467 |   709646
 3644110930.2892422676 |   709648
 3644110931.2891449928 |   709651
 3644110932.2891550064 |   709656
 3644110933.2891659737 |   709663
 3644110934.2891750336 |   709668
 3644110935.2892889977 |   709675
 3644110936.2892999649 |   709679
 3644110937.2896223068 |   709682
 3644110938.2891101837 |   709685
  3644110939.289329052 |   709685
 3644110940.2892341614 |   709684
 3644110941.2891392708 |   709682
 3644110942.2896714211 |   709678
 3644110943.2891592979 |   709672
 3644110944.2891693115 |   709668
 3644110945.2893881798 |   709664
 3644110946.2892942429 |   709660
 3644110947.2897191048 |   709657
 3644110948.2898349762 |   709656
 3644110949.2893223763 |   709656
 3644110950.2894363403 |   709658
 3644110951.2895522118 |   709662
 3644110952.2894573212 |   709667
 3644110953.2894663811 |   709671
 3644110954.2893733978 |   709677
 3644110955.2899694443 |   709681
 3644110956.2893919945 |   709684
 3644110957.2898192406 |   709685
 3644110958.2895159721 |   709683
  3644110959.289525032 |   709679
 3644110960.2894320488 |   709674
 3644110961.2894411087 |   709668
 3644110962.2895550728 |   709662
 3644110963.2894620895 |   709657
 3644110964.2895750999 |   709654
 3644110965.2897920609 |   709652
 3644110966.2893872261 |   709655
 3644110967.2895002365 |   709657
 3644110968.2898221016 |   709663
 3644110969.2895212173 |   709670
 3644110970.2895302773 |   709676
 3644110971.2894353867 |   709681
 3644110972.2895512581 |   709684
 3644110973.2899804115 |   709685
 3644110974.2895684242 |   709682
 3644110975.2895803452 |   709679
  3644110976.289484024 |   709673
 3644110977.2895979881 |   709667
 3644110978.2897143364 |   709663
 3644110979.2895140648 |   709657
 3644110980.2896280289 |   709656
 3644110981.2896389961 |   709657
 3644110982.2895441055 |   709656
 3644110983.2897620201 |   709660
 3644110984.2897720337 |   709663
 3644110985.2896771431 |   709667
 3644110986.2901053429 |   709670
 3644110987.2900080681 |   709675
 3644110988.2897071838 |   709675
 3644110989.2897162437 |   709675
 3644110990.2897281647 |   709675
 3644110991.2897362709 |   709673
  3644110992.289642334 |   709671
 3644110993.2901740074 |   709669
 3644110994.2897663116 |   709667
 3644110995.2896714211 |   709665
 3644110996.2902040482 |   709664
 3644110997.2901091576 |   709666
 3644110998.2898039818 |   709665
 3644110999.2898163795 |   709665
 3644111000.2898263931 |   709666
 3644111001.2899022102 |   709666
 3644111002.2901582718 |   709665
 3644111003.2900652885 |   709665
 3644111004.2899250984 |   709666
 3644111005.2899422646 |   709664
  3644111006.289937973 |   709666
 3644111007.2899971008 |   709666
 3644111008.2899394035 |   709667
 3644111009.2899341583 |   709669
 3644111010.2900280952 |   709671
 3644111011.2898974419 |   709673
 3644111012.2899460793 |   709673
 3644111013.2899112701 |   709674
 3644111014.2899260521 |   709673
 3644111015.2900853157 |   709670
 3644111016.2899241447 |   709667
 3644111017.2904100418 |   709664
  3644111018.290002346 |   709659
 3644111019.2899212837 |   709655
 3644111020.2900233269 |   709652
 3644111021.2900333405 |   709650
 3644111022.2899341583 |   709651
 3644111023.2900543213 |   709654
 3644111024.2899551392 |   709658
 3644111025.2900733948 |   709662
 3644111026.2899770737 |   709668
 3644111027.2901973724 |   709674
 3644111028.2901034355 |   709678
 3644111029.2900080681 |   709682
 3644111030.2904343605 |   709684
 3644111031.2900280952 |   709683
 3644111032.2900371552 |   709679
 3644111033.2901511192 |   709673
 3644111034.2903690338 |   709666
 3644111035.2900681496 |   709659
 3644111036.2900772095 |   709653
 3644111037.2900862694 |   709647
 3644111038.2902002335 |   709644
  3644111039.290002346 |   709645
 3644111040.2901172638 |   709649
 3644111041.2902302742 |   709655
 3644111042.2901363373 |   709663
 3644111043.2902503014 |   709672
 3644111044.2901554108 |   709679
  3644111045.290060997 |   709685
  3644111046.290184021 |   709686
  3644111047.290289402 |   709688
 3644111048.2905073166 |   709683
 3644111049.2902050018 |   709676
 3644111050.2902150154 |   709669
 3644111051.2906413078 |   709659
 3644111052.2906503677 |   709650
 3644111053.2902441025 |   709645
 3644111054.2903580666 |   709642
 3644111055.2901673317 |   709641
 3644111056.2902731895 |   709644
 3644111057.2903881073 |   709653
 3644111058.2903971672 |   709661
 3644111059.2904071808 |   709670
 3644111060.2902083397 |   709680
 3644111061.2903232574 |   709684
 3644111062.2904372215 |   709690
 3644111063.2902383804 |   709689
 3644111064.2903532982 |   709686
 3644111065.2902593613 |   709681
 3644111066.2903723717 |   709674
 3644111067.2903823853 |   709666
 3644111068.2908091545 |   709659
 3644111069.2904009819 |   709653
 3644111070.2902030945 |   709651
 3644111071.2908382416 |   709650
 3644111072.2908482552 |   709653
 3644111073.2903370857 |   709656
 3644111074.2904510498 |   709660
 3644111075.2903571129 |   709664
 3644111076.2903661728 |   709667
 3644111077.2904810905 |   709668
    3644111078.2903862 |   709667
 3644111079.2905011177 |   709666
 3644111080.2904062271 |   709664
 3644111081.2905201912 |   709662
 3644111082.2906341553 |   709660
 3644111083.2905392647 |   709661
 3644111084.2909660339 |   709660
 3644111085.2905602455 |   709662
 3644111086.2904653549 |   709664
  3644111087.290579319 |   709668
 3644111088.2910060883 |   709670
 3644111089.2905993462 |   709672
 3644111090.2906084061 |   709674
 3644111091.2905154228 |   709674
 3644111092.2906293869 |   709673
 3644111093.2907414436 |   709670
 3644111094.2906479836 |   709667
 3644111095.2906570435 |   709662
 3644111096.2905640602 |   709659
 3644111097.2906780243 |   709656
 3644111098.2906870842 |   709653
 3644111099.2911143303 |   709654
 3644111100.2907071114 |   709655
 3644111101.2905092239 |   709658
  3644111102.291144371 |   709662
 3644111103.2908420563 |   709667
 3644111104.2906422615 |   709672
 3644111105.2907562256 |   709675
 3644111106.2907662392 |   709678
 3644111107.2908802032 |   709678
 3644111108.2907862663 |   709675
 3644111109.2906923294 |   709671
 3644111110.2908062935 |   709666
 3644111111.2906069756 |   709660
 3644111112.2906169891 |   709652
 3644111113.2908353806 |   709647
 3644111114.2911572456 |   709644
 3644111115.2912721634 |   709643
  3644111116.290760994 |   709644
 3644111117.2907710075 |   709648
 3644111118.2908840179 |   709653
 3644111119.2908940315 |   709661
 3644111120.2912173271 |   709667
 3644111121.2909140587 |   709674
 3644111122.2912373543 |   709679
 3644111123.2913503647 |   709680
 3644111124.2909431458 |   709679
 3644111125.2908501625 |   709676
 3644111126.2909631729 |   709671
  3644111127.290869236 |   709663
 3644111128.2909832001 |   709656
 3644111129.2909932137 |   709649
 3644111130.2910032272 |   709644
 3644111131.2910122871 |   709641
 3644111132.2912311554 |   709642
 3644111133.2911372185 |   709643
 3644111134.2910423279 |   709650
  3644111135.290948391 |   709657
 3644111136.2913751602 |   709666
 3644111137.2909669876 |   709671
 3644111138.2909770012 |   709676
 3644111139.2909870148 |   709679
 3644111140.2911024094 |   709678
 3644111141.2910060883 |   709675
  3644111142.291121006 |   709670
 3644111143.2911300659 |   709664
 3644111144.2911410332 |   709656
 3644111145.2911500931 |   709650
 3644111146.2911610603 |   709644
 3644111147.2910661697 |   709641
 3644111148.2910761833 |   709642
 3644111149.2913990021 |   709646
 3644111150.2910962105 |   709651
 3644111151.2910022736 |   709659
  3644111152.291115284 |   709668
  3644111153.291021347 |   709676
 3644111154.2911362648 |   709682
 3644111155.2911453247 |   709685
 3644111156.2911543846 |   709686
 3644111157.2912693024 |   709684
 3644111158.2911744118 |   709679
 3644111159.2911844254 |   709671
 3644111160.2912983894 |   709664
 3644111161.2917251587 |   709656
 3644111162.2916302681 |   709649
 3644111163.2913284302 |   709644
 3644111164.2912330627 |   709642
 3644111165.2912421227 |   709642
 3644111166.2913570404 |   709643
 3644111167.2911581993 |   709648
 3644111168.2913770676 |   709653
 3644111169.2912831306 |   709659
 3644111170.2913970947 |   709667
 3644111171.2914061546 |   709672
 3644111172.2913122177 |   709676
 3644111173.2914261818 |   709678
 3644111174.2914361954 |   709679
 3644111175.2913422585 |   709677
 3644111176.2914562225 |   709671
 3644111177.2914662361 |   709665
 3644111178.2914762497 |   709658
 3644111179.2913813591 |   709649
 3644111180.2913913727 |   709643
 3644111181.2914023399 |   709639
 3644111182.2915153503 |   709637
 3644111183.2914199829 |   709638
 3644111184.2919521332 |   709642
 3644111185.2913370132 |   709648
 3644111186.2913460732 |   709655
 3644111187.2914600372 |   709662
 3644111188.2914700508 |   709670
 3644111189.2914791107 |   709675
 3644111190.2914891243 |   709679
 3644111191.2913951874 |   709678
 3644111192.2915091515 |   709676
 3644111193.2915201187 |   709672
 3644111194.2916331291 |   709665
 3644111195.2916440964 |   709657
 3644111196.2918610573 |   709649
 3644111197.2919750214 |   709642
 3644111198.2915682793 |   709636
 3644111199.2915792465 |   709633
 3644111200.2915883064 |   709633
   3644111201.29159832 |   709635
 3644111202.2915043831 |   709642
 3644111203.2916183472 |   709650
 3644111204.2916283607 |   709659
 3644111205.2916374207 |   709668
 3644111206.2916474342 |   709676
 3644111207.2916574478 |   709682
 3644111208.2916669846 |   709684
 3644111209.2916769981 |   709682
 3644111210.2917914391 |   709678
 3644111211.2920103073 |   709671
 3644111212.2917070389 |   709661
 3644111213.2916111946 |   709650
 3644111214.2917261124 |   709641
 3644111215.2918391228 |   709633
  3644111216.291642189 |   709628
 3644111217.2918601036 |   709628
 3644111218.2916612625 |   709632
 3644111219.2916712761 |   709639
 3644111220.2917852402 |   709649
 3644111221.2918992043 |   709661
 3644111222.2922210693 |   709670
 3644111223.2918152809 |   709677
 3644111224.2917203903 |   709683
 3644111225.2922511101 |   709683
 3644111226.2918453217 |   709681
 3644111227.2917504311 |   709675
 3644111228.2919683456 |   709665
 3644111229.2917704582 |   709656
  3644111230.291779995 |   709645
 3644111231.2917890549 |   709637
 3644111232.2919044495 |   709631
 3644111233.2920174599 |   709629
 3644111234.2919230461 |   709631
 3644111235.2922472954 |   709636
 3644111236.2919430733 |   709646
 3644111237.2923693657 |   709655
 3644111238.2919621468 |   709667
 3644111239.2919721603 |   709675
 3644111240.2919821739 |   709683
  3644111241.291888237 |   709687
 3644111242.2920022011 |   709687
 3644111243.2919073105 |   709683
 3644111244.2923340797 |   709677
 3644111245.2920322418 |   709668
 3644111246.2919373512 |   709657
